PROPERTY ID (T/WCAD),Food_Permit_Number,Food_Permit_Area,Name,Street,PERMIT SUBTYPE,SERVICE TYPE,Food_Permit_Year,Location 1,STREET NUMBER,Street Name,STREET DIRECTION,STREET SUFFIX,SUITE,OWNER NAME,OWNER MAILING ADDRESS,OWNER MAILING CITY,OWNER MAILING STATE,OWNER MAILING ZIP,FIXED FOOD TYPE
313593,2013063794 FP,3000,Tailor Made Treats,"209 E Ben White Blvd Eb Unit 114
Austin, Tx 78745
(30.221165, -97.761862)",Food Service,Caterer,10/01/2018,"209 E BEN WHITE BLVD EB Unit 114
AUSTIN, TX 78745
(30.221165, -97.761862)",209,"BEN WHITE BLVD
",E ,EB,Unit 114,KIM GALLOGLY,2205 NORTH LAMAR BLVD #223,AUSTIN,TEXAS,78705,General Food Service
,2013121012 FP,3800,In-N-Out Burger,"4515 Airport Blvd
Austin, Tx 78751
(30.303824, -97.716008)",Food Service,Seated,10/01/2018,"4515 AIRPORT BLVD
AUSTIN, TX 78751
(30.303824, -97.716008)",4515,"AIRPORT
",,BLVD,,IN-N-OUT BURGER INC./ATTN: ACCOUNTS PAYABLE,4199 CAMPUS DRIVE 9TH FLOOR,IRVINE,CA,92612,General Food Service
,2013074322 FP,3175,Burger Fi,"5701 W Slaughter Ln Bunit 150
Austin, Tx 78739
(30.201062, -97.868485)",Food Service,,10/01/2018,"5701 W SLAUGHTER LN Bunit 150
AUSTIN, TX 78739
(30.201062, -97.868485)",5701,"SLAUGHTER
",W ,LN,Bunit 150,BURGER NATION VI,"1919 OAKWELL FARMS, SUITE 125",SAN ANTONIO,TEXAS,78218,
,2012089123 FP,3021,Dessau Grocery,"9406 Dessau Rd
Austin, Tx 78754
(30.351202, -97.675862)",Retail Food,,10/01/2018,"9406 DESSAU RD
AUSTIN, TX 78754
(30.351202, -97.675862)",9406,"DESSAU
",,RD,,SULTAN MOMIN,9406 DESSAU RD.,AUSTIN,TEXAS,78754,Convenience Store
,2014033424 FP,3400,Wendy's #W129/11274,"10701 Research Blvd Nb
Austin 78759
(30.398571, -97.745647)",Food Service,Seated,10/01/2018,"10701 RESEARCH BLVD NB
AUSTIN 78759
(30.398571, -97.745647)",10701,"RESEARCH BLVD
",,NB,,HAZA FOODS LLC,4415 HIGHWAY 6,SUGARLAND,TEXAS,77478,General Food Service
,2005003644 FP,3000,EZ's,"3918 N Lamar Blvd
Austin, Tx 78756
(30.307364, -97.741679)",Food Service,Seated,10/01/2018,"3918 N LAMAR BLVD
AUSTIN, TX 78756
(30.307364, -97.741679)",3918,"LAMAR
",N ,BLVD,,"CHEERS, INC",3918 N. LAMAR BLVD,AUSTIN,TX,78756,Restaurant
,2014035192 FP,3400,Wendy's W114/8076,"6247 Mc Neil Dr
Austin, Tx 78727
(30.442275, -97.746414)",Food Service,,10/01/2018,"6247 MC NEIL DR
AUSTIN, TX 78727
(30.442275, -97.746414)",6247,"MC NEIL
",,DR,,HAZA FOODS LLC,4415 HIGHWAY 6,SUGARLAND,TEXAS,77478,General Food Service
,2006504872 FP,3200,Schlotzsky's,"2545 W Anderson Ln
Austin, Tx 78757
(30.356611, -97.732092)",Food Service,Seated,10/01/2018,"2545 W ANDERSON LN
AUSTIN, TX 78757
(30.356611, -97.732092)",2545,"ANDERSON
",W ,LN,,"DLA PIPER,LLP  ATTN: ADAM LONG",2711 CENTERVILLE RD,WILMINGTON,DE,19808,Restaurant
,2010095870 FP,3200,Harmony Science Academy-North Austin,"1421 W Wells Branch Pkwy
Austin, Tx 78660
(30.440596, -97.663178)",Food Service,Seated,10/01/2018,"1421 W WELLS BRANCH PKWY
AUSTIN, TX 78660
(30.440596, -97.663178)",1421,"WELLS BRANCH
",W ,PKWY,,HARMONY PUBLIC SCHOOLS,1421 WELLS BRANCH PKWY STE 200,PFLUGERVILLE,TEXAS,78660,School
,2015116724 FP,3429,Plates on Plates Fitness,"7113 Burnet Rd Unit 115
Austin, Tx 78757
(30.347797, -97.736018)",Food Products,,10/01/2018,"7113 BURNET RD Unit 115
AUSTIN, TX 78757
(30.347797, -97.736018)",7113,"BURNET
",,RD,Unit 115,MACKENZIE ROBERSON,3001 ESPERANZA CROSSING #1006,AUSTIN,TEXAS,78758,
,2007120721 FP,3000,Walnut Market #1,"1900 E Anderson Ln Wb Unit 101
Austin, Tx 78754
(30.330063, -97.679988)",Retail Food,,10/01/2018,"1900 E ANDERSON LN WB Unit 101
AUSTIN, TX 78754
(30.330063, -97.679988)",1900,"ANDERSON LN
",E ,WB,Unit 101,ATTN:  ADAM K. AHMAD,1900 E ANDERSON LANE,AUSTIN,TEXAS,78752,Convenience Store
,2012107970 FP,4000,Texas Club Bar & Grill,"4914 Burleson Rd
Austin, Tx 78744
(30.211807, -97.729654)",Food Service,,10/01/2018,"4914 BURLESON RD
AUSTIN, TX 78744
(30.211807, -97.729654)",4914,"BURLESON
",,RD,,TCBG TEXAS CLUB BAR & GRILL INC.,8903 MARSH DRIVE,AUSTIN,TEXAS,78748,
,2014109666 FP,3515,Torchy's Tacos,"1801 E 51St St Bunit 450
Austin, Tx 78723
(30.302589, -97.697714)",Food Service,Seated,10/01/2018,"1801 E 51ST ST Bunit 450
AUSTIN, TX 78723
(30.302589, -97.697714)",1801,"51ST
(33.68056, -117.778)",E ,ST,Bunit 450,TORCHY'S TACOS,4501 SPRINGDALE RD,AUSTIN,TEXAS,78723,General Food Service
,2014110720 FP,3750,"Driftwood Beverage Company IV, LLC","8901 Business Park Dr
Austin, Tx 78759
(30.37853, -97.741149)",Food Service,Seated,10/01/2018,"8901 BUSINESS PARK DR
AUSTIN, TX 78759
(30.37853, -97.741149)",8901,"BUSINESS PARK
",,DR,,LAW OFFICES OF ROBERT LEVINE PC,146 WESTCOTT STE. 200,HOUSTON,TEXAS,77007,General Food Service
,2008069208 FP,3107,Minh's Cafe,"12221 Riata Trace Pkwy
Austin, Tx 78727
(30.429029, -97.750746)",Food Service,Seated,10/01/2018,"12221 RIATA TRACE PKWY
AUSTIN, TX 78727
(30.429029, -97.750746)",12221,"RIATA TRACE
",,PKWY,,MINH LIEN,"12221 RIATA TRACE PKWY., STE. 190",AUSTIN,TEXAS,78727,Restaurant
,2015126051 FP,3297,Emmer and Rye,"51 Rainey St
Austin, Tx 78701
(30.256921, -97.739473)",Food Service,,10/01/2018,"51 RAINEY ST
AUSTIN, TX 78701
(30.256921, -97.739473)",51,"RAINEY
",,ST,,KEVIN FINK,"51 RAINEY ST., STE. 809",AUSTIN,TEXAS,78701,General Food Service
,2016047046 FP,3000,"Lone Star Souvenir ""MIR Trading Inc.""","502 E 6Th St
Austin, Tx 78701
(30.266721, -97.738024)",Retail Food,,10/01/2018,"502 E 6TH ST
AUSTIN, TX 78701
(30.266721, -97.738024)",502,"6TH
(30.10566, -94.16522)",E ,ST,,C/O GOHAR TAREEM,12943 DIONYSUS DR,AUSTIN,TEXAS,78753,Convenience Store
,2016011614 FP,3500,La Fruta Feliz #2,"220 E Anderson Ln Wb
Austin, Tx 78753
(30.343271, -97.703987)",Food Service,,10/01/2018,"220 E ANDERSON LN WB
AUSTIN, TX 78753
(30.343271, -97.703987)",220,"ANDERSON LN
",E ,WB,,LEONEL BENITEZ,4913 BLUEBERRY TRAIL,AUSTIN,TEXAS,78723,General Food Service
,2005006426 FP,3136,McDonald's,"4501 E Ben White Blvd Eb
Austin, Tx 78744
(30.21479, -97.734559)",Food Service,Seated,10/01/2018,"4501 E BEN WHITE BLVD EB
AUSTIN, TX 78744
(30.21479, -97.734559)",4501,"BEN WHITE BLVD
",E ,EB,,JAMES BENTON,"5508 W. HWY 290, #201",AUSTIN,TX,78735,Restaurant
,2014052043 FP,3500,El Pollo Rico # 12,"8702 Research Blvd Sb
Austin, Tx 78757
(30.363809, -97.717943)",Food Service,,10/01/2018,"8702 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.363809, -97.717943)",8702,"RESEARCH BLVD
",,SB,,"AZI INVESTMENTS, LLC",3401 ANDTREE BLVD.,AUSTIN,TEXAS,78724,General Food Service
,2006008338 FP,3150,Whataburger,"9300 S Ih 35 Svrd Sb
Austin, Tx 78748
(30.164828, -97.787933)",Food Service,Seated,10/01/2018,"9300 S IH 35 SVRD SB
AUSTIN, TX 78748
(30.164828, -97.787933)",9300,"IH 35 SVRD
",S ,SB,,"WHATABURGER RESTAURANTS, LLC",2711 CENTERVILLE RD MS-BL,WILMINGTON,DE,19808,Restaurant
,2005001250 FP,3000,Broken Spoke,"3201 S Lamar Blvd
Austin, Tx 78704
(30.241823, -97.78482)",Food Service,Seated,10/01/2018,"3201 S LAMAR BLVD
AUSTIN, TX 78704
(30.241823, -97.78482)",3201,"LAMAR
",S ,BLVD,,JAMES M. WHITE,2111 PARAMOUNT AVE.,AUSTIN,TX,78704,Restaurant
,2009073779 FP,3000,Satellite Bistro & Bar,"5900 W Slaughter Ln Bunit 400
Austin, Tx 78749
(30.20083, -97.87895)",Food Service,Seated,10/01/2018,"5900 W SLAUGHTER LN Bunit 400
AUSTIN, TX 78749
(30.20083, -97.87895)",5900,"SLAUGHTER
",W ,LN,Bunit 400,"BABS THIRTY-FOUR, LLC",5900 SLAUGHTER LN. #400,AUSTIN,TX,78749,Restaurant
,2012065528 FP,3456,Jack in the Box #906,"7404 Mc Neil Dr
Austin, Tx 78729
(30.43463, -97.768893)",Food Service,,10/01/2018,"7404 MC NEIL DR
AUSTIN, TX 78729
(30.43463, -97.768893)",7404,"MC NEIL
",,DR,,"RUCKER RESTAURANT HOLDINGS, LLC",904 E BRAKER LN,AUSTIN,TX,78753,General Food Service
,2009115718 FP,4000,Panera Bread,"10900 Lakeline Mall Dr Bldg J
Austin, Tx 78717
(30.474883, -97.795262)",Food Service,Seated,10/01/2018,"10900 LAKELINE MALL DR Bldg J
AUSTIN, TX 78717
(30.474883, -97.795262)",10900,"LAKELINE MALL
",,DR,Bldg J,"TEXAS RESTAURANT GROUP, INC",1717 W. 6TH ST #270,AUSTIN,TEXAS,78703,Restaurant
,2006007833 FP,3500,Arby's Roast Beef  #07529,"8648 Research Blvd Sb
Austin, Tx 78757
(30.363459, -97.717819)",Food Service,Seated,10/01/2018,"8648 RESEARCH BLVD SB
AUSTIN, TX 78757
(30.363459, -97.717819)",8648,"RESEARCH BLVD
",,SB,,GEORGE KARIDES,12400 W HWY 71 STE 350-258,AUSTIN,TX,78738,Restaurant
,2014002146 FP,3000,Aristocrat Lounge,"6507 Burnet Rd
Austin, Tx 78757
(30.340363, -97.738935)",Food Service,,10/01/2018,"6507 BURNET RD
AUSTIN, TX 78757
(30.340363, -97.738935)",6507,"BURNET
",,RD,,RULING CLASS LLC,1717 E. 381/2 ST.,AUSTIN,TEXAS,78722,
569377,2005006942 FP,3000,HEB #476 Deli & Bakery,"500 Canyon Ridge Dr
Austin, Tx 78753
(30.403174, -97.672212)",Food Service,Carryout,10/01/2018,"500 CANYON RIDGE DR
AUSTIN, TX 78753
(30.403174, -97.672212)",500,"CANYON RIDGE
",,DR,,"HEB GROCERY COMPANY, LP",P.O.BOX 839986,SAN ANTONIO,TX,78283,Delicatessen
,2014016215 FP,3752,7-Eleven Store # 36999,"823 Congress Ave
Austin, Tx 78701
(30.270141, -97.742042)",Retail Food,,10/01/2018,"823 CONGRESS AVE
AUSTIN, TX 78701
(30.270141, -97.742042)",823,"CONGRESS
",,AVE,,7-ELEVEN LICENSING DEPARTMENT,1722 ROUTH ST.,DALLAS,TEXAS,75201,Convenience Store
,2015043235 FP,3469,"Townsend, The","718 Congress Ave
Austin, Tx 78701
(30.269635, -97.742234)",Food Service,Seated,10/01/2018,"718 CONGRESS AVE
AUSTIN, TX 78701
(30.269635, -97.742234)",718,"CONGRESS
",,AVE,,PSV TOWNSEND LLC,718 CONGRESS AVE #100,AUSTIN,TX,78701,General Food Service
,2005007181 FP,3300,Whataburger #809,"3400 W Slaughter Ln
Austin, Tx 78748
(30.182551, -97.847643)",Food Service,Seated,10/01/2018,"3400 W SLAUGHTER LN
AUSTIN, TX 78748
(30.182551, -97.847643)",3400,"SLAUGHTER
",W ,LN,,"WHATABURGER RESTAURANTS,LLC",300 CONCORD PLAZA DRIVE,SAN ANTONIO,TX,78216,Restaurant
,2012045007 FP,3454,7-Eleven Convenience Store #35805A,"13641 N Ih 35 Svrd Nb
Austin, Tx 78753
(30.423952, -97.671247)",Retail Food,,10/01/2018,"13641 N IH 35 SVRD NB
AUSTIN, TX 78753
(30.423952, -97.671247)",13641,"IH 35 SVRD
",N ,NB,,PHUONG DUONG,PO BOX 219088,DALLAS,TX,75221,Convenience Store
,2009021099 FP,3500,Piranha Killer Sushi,"207 San Jacinto Blvd
Austin, Tx 78701
(30.264368, -97.741527)",Food Service,Seated,10/01/2018,"207 SAN JACINTO BLVD
AUSTIN, TX 78701
(30.264368, -97.741527)",207,"SAN JACINTO
",,BLVD,,"EXTREME CUISINE III, LLC",207 SAN JACINTO BLVD. STE 202,AUSTIN,TEXAS,78701,Restaurant
,2013119737 FP,4000,East Side King,"7601 N Lamar Blvd Nb Bldg E
Austin, Tx 78752
(30.344443, -97.714462)",Food Service,Caterer,10/01/2018,"7601 N LAMAR BLVD NB Bldg E
AUSTIN, TX 78752
(30.344443, -97.714462)",7601,"LAMAR BLVD
",N ,NB,Bldg E,JOHN PARK,7601 N. LAMAR BLVD STE #E,AUSTIN,TEXAS,78752,Other
,2014098491 FP,3000,Drinks,"2001 E Cesar Chavez St
Austin, Tx 78702
(30.256626, -97.72321)",Food Service,,10/01/2018,"2001 E CESAR CHAVEZ ST
AUSTIN, TX 78702
(30.256626, -97.72321)",2001,"CESAR CHAVEZ
",E ,ST,,ATX DRINKS LLC,8902 MERIDIAN OAK LN,AUSTIN,TX,78744,Bar-beverages only
,2012126673 FP,3200,7-Eleven 36630H,"7844 Burnet Rd
Austin, Tx 78757
(30.356026, -97.730948)",Retail Food,,10/01/2018,"7844 BURNET RD
AUSTIN, TX 78757
(30.356026, -97.730948)",7844,"BURNET
",,RD,,7-ELEVEN INC.,PO BOX 75221,DALLAS,TEXAS,75221,Convenience Store
,2013009137 FP,3000,QMart Stassney,"105 E Stassney Ln
Austin, Tx 78745
(30.204472, -97.773827)",Retail Food,,10/01/2018,"105 E STASSNEY LN
AUSTIN, TX 78745
(30.204472, -97.773827)",105,"STASSNEY
",E ,LN,,FRANK MALIK,17171 PARK ROW DRIVE #295,HOUSTON,TEXAS,77084,Convenience Store
576110,2012042342 FP,3496,Circle K Store #2704673,"8801 S Ih 35 Svrd Nb
Austin, Tx 78744
(30.168291, -97.784536)",Retail Food,,10/01/2018,"8801 S IH 35 SVRD NB
AUSTIN, TX 78744
(30.168291, -97.784536)",8801,"IH 35 SVRD
",S ,NB,,"CIRCLE K STORES,INC./ATTN: LICENSES AND PERMITS",1199 S. BELTLINE RD. SUITE 160,COPPELL,TX,75019,Convenience Store
,2011085967 FP,3600,Cheryl's and Angel's Place Assisted Living,"3123 Sunland Dr
Austin 78748
(30.158469, -97.857985)",Food Service,Seated,10/01/2018,"3123 SUNLAND DR
AUSTIN 78748
(30.158469, -97.857985)",3123,"SUNLAND
",,DR,,"CHERYL'S AND ANGEL'S PLACE, INC.",7107 LUNAR DR,AUSTIN,TEXAS,78745,Nursing Home
,2006001897 FP,3000,Southwest Parkway Market,"4601 Southwest Pkwy Unit 110
Austin, Tx 78735
(30.239925, -97.832027)",Retail Food,,10/01/2018,"4601 SOUTHWEST PKWY Unit 110
AUSTIN, TX 78735
(30.239925, -97.832027)",4601,"SOUTHWEST
",,PKWY,Unit 110,SOUTHWEST PARKWAY MARKET C/O ZULFIQAR ALI,"4601 SOUTHWEST PKWY., STE. 110",AUSTIN,TX,78735,Convenience Store
,2010007766 FP,3990,7-Eleven Convenience Store #34251,"9200 Burnet Rd
Austin, Tx 78758
(30.375841, -97.725814)",Retail Food,,10/01/2018,"9200 BURNET RD
AUSTIN, TX 78758
(30.375841, -97.725814)",9200,"BURNET
",,RD,,ATTN: SEVEN-ELEVEN LICENSING,P. O.BOX 219088,DALLAS,TEXAS,75221,Convenience Store
,2010025088 FP,3500,Cafe Express - Austin,"3418 N Lamar Blvd
Austin, Tx 78705
(30.303208, -97.744384)",Food Service,Seated,10/01/2018,"3418 N LAMAR BLVD
AUSTIN, TX 78705
(30.303208, -97.744384)",3418,"LAMAR
",N ,BLVD,,"CE BEVERAGE, INC. ATTN: GEORGIA ARREDONDO",675 BERING DR. STE. 600,HOUSTON,TEXAS,77057,Restaurant
,2005005487 FP,3800,Varsity Pizza,"3000 Duval St
Austin, Tx 78705
(30.291958, -97.734106)",Food Service,Seated,10/01/2018,"3000 DUVAL ST
AUSTIN, TX 78705
(30.291958, -97.734106)",3000,"DUVAL
",,ST,,"IDC PIZZA, LLC",3000 DUVAL,AUSTIN,TX,78705,Restaurant
222703,2006000987 FP,3031,HEB Food Store #161,"7112 Ed Bluestein Blvd
Austin, Tx 78723
(30.312799, -97.662825)",Food Service,Seated,10/01/2018,"7112 ED BLUESTEIN BLVD
AUSTIN, TX 78723
(30.312799, -97.662825)",7112,"ED BLUESTEIN
",,BLVD,,HEB,PO BOX 839986,SAN ANTONIO,TX,78283,Restaurant
,2005007945 FP,3800,Hilton Austin-Liberty Tavern,"500 E 4Th St Unit 3112
Austin, Tx 78701
(30.264868, -97.738713)",Food Service,Seated,10/01/2018,"500 E 4TH ST Unit 3112
AUSTIN, TX 78701
(30.264868, -97.738713)",500,"4TH
(41.652949, -83.532156)",E ,ST,Unit 3112,"AUSTIN CONVENTION ENTERPRISES, INC.",500 E 4TH ST,AUSTIN,TX,78701,Restaurant
,2013130929 FP,3323,C-Boy's Heart & Soul,"2008 S Congress Ave
Austin, Tx 78704
(30.24369, -97.751871)",Food Service,,10/01/2018,"2008 S CONGRESS AVE
AUSTIN, TX 78704
(30.24369, -97.751871)",2008,"CONGRESS
",S ,AVE,,"DAHLIA,LTD.",2008 S. CONGRESS AVE.,AUSTIN,TEXAS,78704,Bar-beverages only
,2006004845 FP,3255,Taco Cabana,"15002 Fm 1825 Rd
Austin, Tx 78660
(30.442347, -97.665685)",Food Service,Seated,10/01/2018,"15002 FM 1825 RD
AUSTIN, TX 78660
(30.442347, -97.665685)",15002,"FM 1825
",,RD,,"TEXAS TACO CABANA, LP",8918 TESORO DR STE. #200,SANANTONIO,TX,78217,General Food Service
,2015153919 FP,3000,Clarksville Market,"1001 West Lynn St
Austin, Tx 78703
(30.279157, -97.759823)",Retail Food,,10/01/2018,"1001 WEST LYNN ST
AUSTIN, TX 78703
(30.279157, -97.759823)",1001,"WEST LYNN
",,ST,,CLARKSVILLE MARKET,1001 WEST LYNN ST.,AUSTIN,TEXAS,78703-3948,Convenience Store
,2010080471 FP,3000,"A la Carte Menu Services,Inc","900 Chicon St
Austin, Tx 78702
(30.264591, -97.721209)",Food Service,Seated,10/01/2018,"900 CHICON ST
AUSTIN, TX 78702
(30.264591, -97.721209)",900,"CHICON
",,ST,,"A LA CARTE MENU SERVICES, INC",260 PEACHTREE ST. SUITE 1500,ATLANTA,GA,30303,School
,2009023747 FP,3720,McAlister's Deli #1309,"2525 W Anderson Ln Unit 130
Austin, Tx 78757
(30.356921, -97.73276)",Food Service,Seated,10/01/2018,"2525 W ANDERSON LN Unit 130
AUSTIN, TX 78757
(30.356921, -97.73276)",2525,"ANDERSON
",W ,LN,Unit 130,"HB DELIS, INC.",P. O. BOX 1689,CEDAR PARK,TEXAS,78630,Restaurant
,2006000112 FP,3100,Carmelo's Italian Restaurant,"504 E 5Th St
Austin, Tx 78701
(30.265732, -97.738132)",Food Service,Seated,10/01/2018,"504 E 5TH ST
AUSTIN, TX 78701
(30.265732, -97.738132)",504,"5TH
(43.638367, -108.211504)",E ,ST,,CARMELO MAURO,14795 MEMORIAL DR,HOUSTON,TX,77079,Restaurant
,2013017950 FP,3000,Water 2 Wine,"4036 S Lamar Blvd Sb Unit 100
Austin, Tx 78704
(30.236344, -97.792726)",Retail Food,,10/01/2018,"4036 S LAMAR BLVD SB Unit 100
AUSTIN, TX 78704
(30.236344, -97.792726)",4036,"LAMAR BLVD
",S ,SB,Unit 100,"GJLD, LLC",4036 S. LAMAR #100,AUSTIN,TEXAS,78704,Other
,2015096431 FP,3000,7-Eleven Convenience Store # 36621A,"9061 Research Blvd Nb
Austin, Tx 78758
(30.373856, -97.727016)",Retail Food,,10/01/2018,"9061 RESEARCH BLVD NB
AUSTIN, TX 78758
(30.373856, -97.727016)",9061,"RESEARCH BLVD
",,NB,,"MADISUN PARTNERS, INC",P O BOX 219088    ATTN:  LICENSING,DALLAS,TEXAS,75221,Convenience Store
,2011019211 FP,3000,Shop N Save,"2204 Woodland Ave
Austin, Tx 78741
(30.23584, -97.728212)",Retail Food,,10/01/2018,"2204 WOODLAND AVE
AUSTIN, TX 78741
(30.23584, -97.728212)",2204,"WOODLAND
",,AVE,,"WOODLAND GROCERS, INC",2204 WOODLAND AVE.,AUSTIN,TEXAS,78741-2965,Convenience Store
,2007122389 FP,3000,Zocalo Cafe- Taqueria Fresca,"1110 West Lynn St
Austin, Tx 78703
(30.279977, -97.759297)",Food Service,Seated,10/01/2018,"1110 WEST LYNN ST
AUSTIN, TX 78703
(30.279977, -97.759297)",1110,"WEST LYNN
",,ST,,"INTERGALACTIC TACO, LLC",PO BOX 50594,AUSTIN,TEXAS,78763,Restaurant
,2008042862 FP,3900,Word of Mouth Catering,"919 W 12Th St
Austin, Tx 78703
(30.276781, -97.751104)",Food Service,Caterer,10/01/2018,"919 W 12TH ST
AUSTIN, TX 78703
(30.276781, -97.751104)",919,"12TH
(32.40623, -87.04958)",W ,ST,,LESLIE MOORE,919 W. 12TH ST.,AUSTIN,TEXAS,78703,Other
,2013040341 FP,3388,Barlata,"1500 S Lamar Blvd
Austin, Tx 78704
(30.252147, -97.7643)",Food Service,,10/01/2018,"1500 S LAMAR BLVD
AUSTIN, TX 78704
(30.252147, -97.7643)",1500,"LAMAR
",S ,BLVD,,"LATA, LLC / ATTN: VANESSA JEREZ",1500 S LAMAR BLVD STE 150,AUSTIN,TEXAS,78704,General Food Service
,2009100503 FP,3100,Anderson Mill Assisted Living,"11009 El Salido Pkwy
Austin, Tx 78750
(30.454578, -97.812214)",Food Service,Seated,10/01/2018,"11009 EL SALIDO PKWY
AUSTIN, TX 78750
(30.454578, -97.812214)",11009,"EL SALIDO
",,PKWY,,SANDY ROSENSWEIG,11009 EL SALIDO PKWY,AUSTIN,TEXAS,78750,Nursing Home
,2011103622 FP,3900,Cherry Creek Catfish Company,"5700 Manchaca Rd Unit 200
Austin, Tx 78745
(30.214318, -97.79948)",Food Service,Seated,10/01/2018,"5700 MANCHACA RD Unit 200
AUSTIN, TX 78745
(30.214318, -97.79948)",5700,"MANCHACA
",,RD,Unit 200,"DANNY LENERTZ,CHERRY CREEK CATFISH CO. INC",5712 MANCHACA RD,AUSTIN,TEXAS,78745,General Food Service
,2011110696 FP,3000,Wok On Fire Restaurant,"9901 Brodie Ln Bunit 120
Austin, Tx 78748
(30.185651, -97.848387)",Food Service,Seated,10/01/2018,"9901 BRODIE LN Bunit 120
AUSTIN, TX 78748
(30.185651, -97.848387)",9901,"BRODIE
",,LN,Bunit 120,MARIA SISTERS INC,9901 BRODIE LN STE 120,AUSTIN,TEXAS,78748,General Food Service
523145,2006007682 FP,3710,McDonald's,"7409 N Fm 620 Rd
Austin, Tx 78726
(30.407229, -97.852213)",Food Service,Seated,10/01/2018,"7409 N FM 620 RD
AUSTIN, TX 78726
(30.407229, -97.852213)",7409,"FM 620
",N ,RD,,JAMES M. BENTON,5508 W US 290 HWY UNIT 201,AUSTIN,TX,78735,Restaurant
709644,2006506185 FP,4000,Chick-Fil-A,"500 E Ben White Blvd Wb Bldg B
Austin, Tx 78704
(30.220068, -97.757509)",Food Service,Seated,10/01/2018,"500 E BEN WHITE BLVD WB Bldg B
AUSTIN, TX 78704
(30.220068, -97.757509)",500,"BEN WHITE BLVD
",E ,WB,Bldg B,CARLTON KENNETH MASSEY,"500 E BEN WHITE BLVD., BLDG. B",AUSTIN,TEXAS,78704,Restaurant
,2015089657 FP,3115,Smokey Mo's Bar-B-Q,"10621 W Parmer Ln Unit 103
Austin, Tx 78717
(30.499755, -97.776502)",Food Service,Seated,10/01/2018,"10621 W PARMER LN Unit 103
AUSTIN, TX 78717
(30.499755, -97.776502)",10621,"PARMER
",W ,LN,Unit 103,SMOKEY MO'S BBQ,11880 OLD 2243 WEST #105,LEANDER,TEXAS,78641,General Food Service
,2005001080 FP,3000,Catfish Parlour,"11910 Research Blvd Sb
Austin, Tx 78759
(30.424509, -97.750582)",Food Service,Seated,10/01/2018,"11910 RESEARCH BLVD SB
AUSTIN, TX 78759
(30.424509, -97.750582)",11910,"RESEARCH BLVD
",,SB,,DAVID KERBOW,111 W ANDERSON LANE STE #199D,AUSTIN,TX,78752,Restaurant
,2006503091 FP,3200,Taqueria La Tapatia,"13450 N Us 183 Hwy Sb Unit 243
Austin, Tx 78750
(30.447872, -97.790716)",Food Service,Seated,10/01/2018,"13450 N US 183 HWY SB Unit 243
AUSTIN, TX 78750
(30.447872, -97.790716)",13450,"US 183 HWY
",N ,SB,Unit 243,JUAN LUIS HERNANDEZ,13450 RESEARCH BLVD #243,AUSTIN,TEXAS,78750,Restaurant
,2015100532 FP,3526,Burn,"1802 E 6Th St
Austin, Tx 78702
(30.261902, -97.723153)",Food Service,,10/01/2018,"1802 E 6TH ST
AUSTIN, TX 78702
(30.261902, -97.723153)",1802,"6TH
(30.10566, -94.16522)",E ,ST,,DUNLAP ATX,44 EAST AVENUE STE. 100,AUSTIN,TEXAS,78701,General Food Service
,2009023800 FP,3156,Black Sheep Lodge,"2108 S Lamar Blvd
Austin 78704
(30.248117, -97.771086)",Food Service,,10/01/2018,"2108 S LAMAR BLVD
AUSTIN 78704
(30.248117, -97.771086)",2108,"LAMAR
",S ,BLVD,,KEITH SANDEL,2108-A SOUTH LAMAR BLVD.,AUSTIN,TEXAS,78704,Bar
,2015052740 FP,3150,DoubleDave's Pizzaworks,"8108 Mesa Dr Bunit 100
Austin, Tx 78759
(30.371937, -97.757022)",Food Service,Seated,10/01/2018,"8108 MESA DR Bunit 100
AUSTIN, TX 78759
(30.371937, -97.757022)",8108,"MESA
",,DR,Bunit 100,"DAVEDOUGH III, LLC",8108 MESA DR STE C-100,AUSTIN,TEXAS,78759,General Food Service
,2005007020 FP,3000,J D's Conoco #2,"6575 Decker Ln
Austin, Tx 78724
(30.290225, -97.628611)",Food Service,Carryout,10/01/2018,"6575 DECKER LN
AUSTIN, TX 78724
(30.290225, -97.628611)",6575,"DECKER
",,LN,,"A.M. PETROLEUM, INC",6575 DECKER LANE,AUSTIN,TX,78724,Restaurant
,2016046226 FP,3600,Eats for Tots,"1606 W Stassney Ln Unit 1
Austin, Tx 78745
(30.213367, -97.793265)",Food Service,,10/01/2018,"1606 W STASSNEY LN Unit 1
AUSTIN, TX 78745
(30.213367, -97.793265)",1606,"STASSNEY
",W ,LN,Unit 1,C/O MORGAN LOONEY,1220 W. HWY 290,DRIPPING SPRINGS,TEXAS,78620,Other
,2013028132 FP,3500,Foodspot,"2538 Elmont Dr
Austin, Tx 78741
(30.238851, -97.719672)",Retail Food,,10/01/2018,"2538 ELMONT DR
AUSTIN, TX 78741
(30.238851, -97.719672)",2538,"ELMONT
",,DR,,FOODSPOT2 GROCERY INC. / ATTN: FAIZAN MONTIWALA,2538 ELMONT RD,AUSTIN,TEXAS,78741,Convenience Store
